PropertyID,City,PropertyType,Bedrooms,FullBathrooms,HalfBathrooms,GarageCars,BasementArea,FirstFloorArea,SecondFloorArea,LotArea,YearBuilt,Condition,DistanceFromCityCenter,HasPool,HasGarden,Furnishing,SalePrice
6249,Mumbai,Apartment,4,1,0,2.0,425.0,1062,360,3354.0,2022,Excellent,5.12,0,0,Fully Furnished,35938630
10385,Mumbai,Independent House,4,1,0,0.0,379.0,817,424,7372.0,1974,,6.8,0,0,,36259390
14151,Mumbai,Villa,2,2,2,2.0,574.0,1316,260,6787.0,1977,Fair,5.86,0,0,Unfurnished,45685450
14011,Hyderabad,Villa,2,2,2,,159.0,1202,139,,2024,Fair,10.83,0,1,Semi-Furnished,21080654
13946,Hyderabad,Studio,4,4,1,2.0,424.0,998,396,5072.0,1967,Excellent,11.36,0,1,Semi-Furnished,14781966
3306,Chennai,Studio,6,2,1,,349.0,1392,880,3984.0,2023,Fair,20.09,1,1,Semi-Furnished,16964849
11199,Chennai,Independent House,2,4,1,3.0,234.0,912,939,5267.0,1969,Fair,8.25,0,1,Semi-Furnished,22551056
444,Bangalore,Studio,5,2,2,2.0,399.0,417,780,6425.0,2016,Good,13.16,0,1,Unfurnished,15332000
14469,Mumbai,Independent House,6,2,0,2.0,545.0,958,558,4736.0,1981,Fair,14.32,0,1,Semi-Furnished,39719805
4257,Pune,Studio,3,1,2,1.0,,209,658,8483.0,1972,Good,18.7,1,0,,11020842
8300,Chennai,Villa,1,4,1,0.0,532.0,494,273,4995.0,1984,Good,6.15,0,0,Semi-Furnished,18929461
11000,Bangalore,Apartment,4,1,2,3.0,427.0,845,775,8825.0,2001,Fair,8.11,0,0,Unfurnished,19631821
9811,Delhi,Studio,1,3,0,1.0,424.0,773,363,4131.0,1989,,12.8,0,1,Unfurnished,12214373
12938,Bangalore,Villa,3,2,1,0.0,380.0,1002,256,5792.0,1971,Good,8.13,0,1,Fully Furnished,32974994
13960,Chennai,Villa,5,1,0,3.0,462.0,675,0,5312.0,2000,Good,7.89,0,0,Fully Furnished,21928344
431,Hyderabad,Independent House,6,4,1,0.0,705.0,938,572,2418.0,1980,Excellent,13.67,0,0,Unfurnished,38561351
9333,Hyderabad,Studio,1,2,2,0.0,436.0,1045,375,4741.0,1983,Good,9.54,0,0,,12801877
2313,Mumbai,Independent House,4,2,2,1.0,,994,655,4826.0,1980,Fair,0.22,0,1,Semi-Furnished,39018427
2329,Chennai,Apartment,5,3,1,1.0,274.0,866,322,4555.0,1988,Poor,4.74,1,1,Unfurnished,11608538
5585,Hyderabad,Villa,6,3,2,1.0,766.0,974,790,2439.0,1968,Poor,14.65,0,1,Semi-Furnished,27047350
578,Mumbai,Villa,1,4,2,1.0,176.0,1422,838,2513.0,1996,Excellent,7.38,0,1,Fully Furnished,77319544
685,Pune,Villa,6,3,0,2.0,371.0,1079,627,3280.0,2024,Good,15.83,0,1,Fully Furnished,39091147
5461,Mumbai,Studio,5,2,1,1.0,360.0,914,516,5431.0,2020,,17.77,0,1,,17492239
3786,Bangalore,Villa,1,4,2,0.0,608.0,1394,498,4855.0,1980,Good,15.59,1,1,Semi-Furnished,50143014
10729,Bangalore,Apartment,6,1,2,2.0,145.0,1678,305,4435.0,1965,Good,12.0,1,1,Unfurnished,26996289
762,Bangalore,Independent House,3,3,2,2.0,580.0,1069,637,7630.0,1982,Fair,4.84,1,0,Unfurnished,32538899
7624,Delhi,Independent House,1,2,2,2.0,,909,723,7696.0,2001,Good,8.6,0,0,Unfurnished,30854782
5279,Mumbai,Independent House,5,4,1,1.0,394.0,929,1032,4052.0,2002,Excellent,9.59,0,1,Fully Furnished,68460909
797,Pune,Studio,5,2,2,1.0,853.0,1191,266,3669.0,1989,Fair,11.62,0,0,Fully Furnished,13170065
4343,Hyderabad,Apartment,2,1,2,0.0,387.0,919,598,5789.0,1994,Excellent,6.27,0,0,,19627764
4707,Bangalore,Studio,2,2,0,,487.0,1023,370,6617.0,2019,Good,13.84,0,1,Fully Furnished,16333176
11803,Mumbai,Independent House,5,4,0,3.0,260.0,1688,507,8514.0,2025,Good,9.23,0,0,Unfurnished,59523490
12679,Mumbai,Studio,6,2,1,3.0,631.0,552,461,7174.0,2005,Fair,13.67,0,1,Fully Furnished,16297135
12450,Bangalore,Apartment,5,4,1,2.0,,1185,380,4517.0,1992,Good,1.12,0,0,Semi-Furnished,27573110
12233,Bangalore,Independent House,2,2,0,3.0,693.0,893,848,5094.0,2010,Fair,8.77,0,1,Semi-Furnished,35845506
14417,Delhi,Independent House,1,4,0,0.0,100.0,811,424,4917.0,2007,Good,17.1,0,0,Semi-Furnished,22026935
7533,Pune,Independent House,3,1,1,3.0,496.0,774,563,5679.0,1965,Poor,10.7,0,0,Semi-Furnished,15614405
7272,Pune,Studio,5,3,0,2.0,927.0,828,579,,2014,Good,10.7,0,0,Semi-Furnished,16121886
14507,Bangalore,Apartment,3,2,2,1.0,123.0,1145,891,5659.0,1993,Excellent,11.98,0,1,Unfurnished,30207291
1655,Delhi,Apartment,3,2,2,3.0,623.0,963,605,5378.0,2004,Good,10.14,0,1,Fully Furnished,25509937
7387,Bangalore,Studio,6,1,0,,277.0,1298,368,5108.0,1972,Good,17.33,0,0,Semi-Furnished,17745221
4460,Chennai,Villa,3,3,0,1.0,295.0,50,363,5636.0,2019,Excellent,10.0,0,0,Unfurnished,18140377
11499,Bangalore,Studio,4,2,2,2.0,695.0,1178,371,2417.0,2000,Poor,3.69,0,0,Unfurnished,13078144
592,Hyderabad,Villa,2,3,2,0.0,,774,498,3917.0,2023,Excellent,10.91,0,1,Unfurnished,33315259
4550,Chennai,Independent House,5,1,0,0.0,362.0,1615,492,5005.0,2009,,16.1,0,0,,31383447
2393,Delhi,Villa,4,4,0,2.0,311.0,1241,499,5557.0,1975,Good,15.05,0,0,Semi-Furnished,41843874
2222,Hyderabad,Studio,2,4,0,3.0,378.0,846,148,1556.0,1966,Excellent,4.44,1,1,Semi-Furnished,12435486
11371,Delhi,Independent House,1,4,2,2.0,499.0,776,720,6713.0,1978,Poor,13.34,0,0,,21012804
4487,Hyderabad,Independent House,4,1,2,1.0,5.0,934,121,5326.0,2005,Fair,4.42,0,1,Fully Furnished,14371674
6105,Hyderabad,Studio,2,1,1,3.0,481.0,685,434,6077.0,1985,Good,9.22,0,0,Unfurnished,8929575
10674,Hyderabad,Independent House,1,1,1,0.0,509.0,1320,0,3246.0,1971,Good,6.84,1,0,Unfurnished,23684042
4405,Delhi,Apartment,3,4,0,1.0,,1069,299,5199.0,1979,Excellent,7.66,0,0,Unfurnished,24352821
13426,Delhi,Villa,3,4,2,3.0,456.0,749,477,6889.0,1998,Fair,7.33,0,1,,30651828
13270,Hyderabad,Studio,3,1,1,0.0,756.0,259,75,3869.0,2011,Good,17.43,0,0,Fully Furnished,6795500
4689,Mumbai,Villa,2,3,0,0.0,563.0,700,599,3091.0,2009,Excellent,9.93,1,0,Unfurnished,61861076
4607,Pune,Studio,2,2,0,2.0,307.0,368,0,5491.0,2019,Excellent,11.73,1,0,Semi-Furnished,8443383
14619,Mumbai,Villa,5,3,2,0.0,,693,400,2044.0,2023,,6.47,0,1,Unfurnished,40886336
14934,Delhi,Apartment,5,2,1,0.0,60.0,849,172,3183.0,1968,Good,6.65,0,1,Semi-Furnished,15094951
11043,Chennai,Independent House,1,4,0,1.0,,1063,175,7191.0,1966,Excellent,4.09,0,0,Unfurnished,21760828
13123,Pune,Apartment,2,4,2,1.0,855.0,1072,87,,1965,Excellent,12.5,0,0,Semi-Furnished,23363227
5484,Chennai,Apartment,5,3,2,1.0,379.0,511,605,4325.0,2000,Good,1.32,1,0,Fully Furnished,16606477
12535,Hyderabad,Independent House,5,2,0,1.0,,790,153,5739.0,2015,Good,13.3,1,1,Fully Furnished,21031102
11400,Pune,Independent House,5,2,1,1.0,224.0,1164,352,3646.0,1968,Excellent,12.78,1,1,Unfurnished,33609138
8046,Delhi,Apartment,3,1,1,1.0,344.0,999,569,6291.0,2017,Fair,13.95,0,1,Unfurnished,18898350
3541,Pune,Apartment,5,2,2,,,887,636,2500.0,1963,,14.96,1,1,Semi-Furnished,22384415
8711,Hyderabad,Villa,4,1,1,3.0,394.0,905,505,3683.0,2002,Excellent,7.77,0,1,Fully Furnished,37116632
13166,Bangalore,Independent House,6,4,2,,646.0,999,487,3758.0,1971,Fair,13.08,1,0,Semi-Furnished,33383406
1161,Chennai,Studio,4,2,1,2.0,336.0,1116,482,,1983,Fair,17.22,0,1,Semi-Furnished,11615192
12625,Delhi,Independent House,4,1,2,0.0,517.0,732,12,3512.0,2001,,10.29,0,1,Fully Furnished,21271955
7140,Hyderabad,Studio,3,1,1,3.0,379.0,542,355,6145.0,2000,,9.29,0,1,Fully Furnished,11203482
5091,Hyderabad,Independent House,6,4,0,1.0,397.0,1300,283,3490.0,1982,Fair,14.71,0,1,Fully Furnished,24233773
11995,Chennai,Apartment,1,3,2,2.0,445.0,1212,574,2855.0,2012,Fair,12.15,0,1,Unfurnished,16071535
7984,Bangalore,Independent House,1,2,2,,509.0,1108,87,3071.0,2001,Fair,8.9,0,0,Semi-Furnished,24139612
11382,Bangalore,Independent House,1,4,1,0.0,400.0,1184,210,7201.0,1990,Good,4.34,1,1,Fully Furnished,31361636
8128,Chennai,Independent House,3,3,0,1.0,437.0,721,144,1322.0,2025,Fair,6.62,0,1,Semi-Furnished,15653034
14633,Hyderabad,Studio,4,2,0,2.0,593.0,1250,448,,1992,,4.62,0,0,Semi-Furnished,11146246
7616,Hyderabad,Studio,4,3,2,2.0,248.0,534,645,6174.0,1977,Excellent,14.1,1,0,Unfurnished,11610766
8123,Hyderabad,Independent House,2,2,2,2.0,451.0,1077,543,4992.0,1991,Fair,12.08,0,1,Fully Furnished,22870111
13205,Hyderabad,Villa,1,4,2,2.0,498.0,396,479,6975.0,1972,Poor,14.26,0,0,Semi-Furnished,14936980
543,Bangalore,Studio,5,4,0,,354.0,1171,722,5171.0,1984,Good,5.8,0,1,Semi-Furnished,20700958
3773,Chennai,Villa,1,2,0,2.0,243.0,813,681,8160.0,1967,Fair,5.84,1,1,,21662094
14052,Delhi,Studio,5,4,1,,618.0,520,272,4011.0,1978,Fair,3.74,0,0,Unfurnished,11459485
8514,Bangalore,Apartment,3,4,1,2.0,315.0,924,822,4996.0,2020,Fair,3.02,0,0,Fully Furnished,21826631
1887,Mumbai,Apartment,1,4,2,3.0,157.0,365,222,5966.0,2002,Fair,13.1,0,1,Unfurnished,12693198
624,Delhi,Studio,6,3,1,,233.0,971,214,8475.0,1993,Poor,11.92,0,1,Semi-Furnished,7761519
7020,Chennai,Villa,1,2,0,0.0,381.0,973,1082,8090.0,1972,Good,0.75,0,0,Semi-Furnished,34198035
1340,Delhi,Studio,1,1,2,0.0,387.0,1001,455,6228.0,1962,Good,1.63,0,0,Unfurnished,12044877
6821,Delhi,Apartment,2,3,0,,383.0,603,522,7610.0,1960,Excellent,5.21,0,1,Semi-Furnished,21132224
4234,Bangalore,Villa,3,4,1,1.0,537.0,770,412,5473.0,1977,Fair,7.07,0,1,Unfurnished,32595973
6780,Mumbai,Studio,3,3,0,0.0,754.0,352,658,3566.0,1992,Excellent,10.83,1,1,Semi-Furnished,24988803
3081,Delhi,Independent House,4,1,1,2.0,514.0,858,587,6672.0,2013,Poor,18.71,0,1,Semi-Furnished,23284795
3795,Pune,Studio,6,1,2,3.0,427.0,267,848,7561.0,2025,Good,13.38,0,0,Semi-Furnished,11937363
1502,Pune,Apartment,3,1,2,1.0,473.0,883,906,,1971,Good,9.85,0,1,Fully Furnished,20649120
13854,Mumbai,Studio,1,1,2,0.0,469.0,582,905,5232.0,1960,Poor,7.4,0,0,Fully Furnished,10826884
10491,Pune,Studio,4,2,0,2.0,248.0,566,784,7334.0,1989,Good,0.84,1,0,Semi-Furnished,13476115
9463,Hyderabad,Villa,3,1,1,1.0,574.0,758,435,3922.0,2022,Fair,11.0,1,0,Unfurnished,25666339
6700,Chennai,Studio,6,4,1,2.0,230.0,1452,458,4317.0,2007,Fair,20.22,0,0,Semi-Furnished,11537990
11767,Pune,Independent House,1,4,1,1.0,,739,698,2569.0,2019,Good,7.94,0,1,Semi-Furnished,27523392
7497,Bangalore,Independent House,3,3,1,2.0,284.0,1047,743,6067.0,1965,Excellent,12.16,0,1,,43805341
2533,Bangalore,Studio,2,1,0,2.0,234.0,107,856,2000.0,2018,Good,4.28,0,1,Fully Furnished,11907142
11634,Mumbai,Apartment,2,2,1,3.0,382.0,502,618,5760.0,1967,Fair,15.74,0,0,Fully Furnished,19530012
8891,Hyderabad,Apartment,4,3,0,0.0,536.0,751,684,3912.0,1971,Excellent,9.94,0,1,Fully Furnished,20610067
12483,Chennai,Studio,3,3,1,0.0,495.0,956,468,8008.0,1987,Fair,2.1,0,1,Fully Furnished,10244526
13096,Hyderabad,Villa,3,4,1,1.0,509.0,567,649,6937.0,2010,Poor,9.89,0,1,Semi-Furnished,21823726
8020,Chennai,Villa,6,1,1,1.0,601.0,1093,207,5360.0,2009,Good,18.54,0,0,Unfurnished,29433554
6805,Bangalore,Independent House,4,4,1,0.0,490.0,329,694,7850.0,1984,Poor,11.37,0,1,Unfurnished,16944064
8263,Chennai,Studio,1,3,2,2.0,649.0,1466,315,2273.0,2004,,4.4,0,1,Semi-Furnished,13753510
6190,Delhi,Villa,1,1,1,2.0,49.0,732,677,,1962,,17.65,1,1,Fully Furnished,23655817
14668,Mumbai,Apartment,3,3,2,1.0,405.0,437,665,2877.0,1962,Fair,5.29,0,0,Semi-Furnished,18190051
4239,Delhi,Villa,6,1,2,1.0,540.0,1006,599,5086.0,2022,Excellent,7.05,1,1,Unfurnished,54247830
14622,Pune,Independent House,2,1,2,1.0,695.0,502,1119,,2016,Poor,12.41,0,1,Semi-Furnished,22253280
8241,Chennai,Villa,6,4,0,1.0,32.0,725,693,3986.0,1990,Fair,9.23,0,1,Semi-Furnished,23152816
1473,Hyderabad,Apartment,2,2,2,0.0,328.0,790,385,,1982,Fair,11.52,0,0,Fully Furnished,10009285
11819,Mumbai,Apartment,4,1,1,,274.0,865,226,4465.0,1995,Good,8.29,0,0,Unfurnished,22661300
6885,Mumbai,Studio,1,1,2,3.0,402.0,1084,380,2079.0,2023,,13.29,1,0,,21385334
850,Pune,Studio,4,1,1,,515.0,1018,1015,4877.0,2017,Good,8.0,0,1,,18896588
5633,Pune,Studio,5,3,0,0.0,419.0,718,676,4842.0,1967,Fair,17.77,0,1,Fully Furnished,9806090
14352,Bangalore,Independent House,3,2,1,2.0,515.0,989,513,5979.0,1996,Excellent,6.05,0,1,Unfurnished,42328060
7725,Mumbai,Apartment,1,3,2,1.0,330.0,905,187,4245.0,1981,Excellent,12.05,0,1,,23709132
4920,Mumbai,Apartment,6,3,0,2.0,603.0,592,91,3503.0,1961,Good,13.12,0,0,Fully Furnished,23611414
2211,Delhi,Independent House,2,2,2,1.0,506.0,874,362,7001.0,1976,Excellent,13.38,1,1,Unfurnished,35543877
10724,Hyderabad,Studio,3,2,2,3.0,642.0,828,753,2878.0,2010,Good,11.91,0,1,Unfurnished,14820907
3527,Chennai,Apartment,2,3,2,3.0,684.0,875,582,5414.0,1972,Excellent,1.33,1,1,Semi-Furnished,23241624
3203,Bangalore,Studio,4,2,0,3.0,479.0,954,1049,7093.0,1980,,10.34,0,1,Unfurnished,14537118
7631,Pune,Studio,6,4,2,1.0,374.0,1548,750,1437.0,1995,Good,2.22,0,1,,20438827
13638,Pune,Independent House,1,4,1,0.0,250.0,1391,459,2920.0,1988,Good,8.69,0,0,Semi-Furnished,28746530
4270,Pune,Independent House,4,2,2,3.0,444.0,1319,695,,1974,,9.78,1,1,Unfurnished,37912382
4787,Delhi,Studio,2,1,1,1.0,,626,757,3597.0,1990,Good,4.58,0,0,Fully Furnished,9702474
3425,Bangalore,Apartment,4,4,2,,479.0,1070,757,5693.0,2020,Good,2.37,0,0,Fully Furnished,27538591
415,Chennai,Villa,2,3,2,0.0,442.0,1295,637,5362.0,1990,Good,4.23,0,1,Unfurnished,34580870
10144,Mumbai,Studio,4,2,0,3.0,,305,997,4338.0,2001,Excellent,8.13,0,1,Fully Furnished,22330444
8296,Delhi,Studio,2,3,2,3.0,358.0,815,731,6362.0,2002,Fair,9.47,1,0,Semi-Furnished,11793669
12546,Pune,Studio,2,2,0,2.0,661.0,798,769,7051.0,2007,Fair,10.3,0,0,Unfurnished,12229334
6890,Mumbai,Apartment,3,2,1,0.0,143.0,1441,311,4519.0,1976,,6.82,1,1,,24380484
12164,Hyderabad,Apartment,4,2,2,0.0,255.0,275,581,2818.0,1997,Good,0.98,0,0,Fully Furnished,13268855
2095,Hyderabad,Apartment,2,1,1,1.0,516.0,979,526,,1979,Poor,5.42,0,0,Unfurnished,11007220
14196,Delhi,Apartment,3,1,1,1.0,372.0,888,522,6141.0,1970,Poor,6.37,0,1,,13462520
9660,Mumbai,Apartment,4,4,1,3.0,604.0,1291,333,5933.0,2024,Good,11.69,0,1,Fully Furnished,36761775
13799,Bangalore,Apartment,4,4,2,2.0,,1488,256,5062.0,2002,Good,8.44,0,0,Unfurnished,27711694
2341,Bangalore,Studio,4,3,0,1.0,466.0,1209,187,4932.0,2010,Fair,13.32,1,0,Fully Furnished,13898890
266,Delhi,Studio,6,2,1,1.0,256.0,1030,847,4328.0,1973,Fair,11.48,0,0,Semi-Furnished,15200627
7019,Hyderabad,Apartment,4,2,0,,87.0,979,807,,1972,Poor,6.75,0,1,Fully Furnished,12420277
5313,Mumbai,Apartment,1,3,1,,426.0,1213,525,3696.0,2012,Excellent,16.19,1,1,Unfurnished,40246308
8984,Pune,Independent House,5,4,1,,481.0,789,391,4583.0,2023,Good,9.09,0,1,Fully Furnished,29177464
6157,Bangalore,Studio,4,1,1,1.0,282.0,1214,407,8240.0,2016,Fair,14.43,1,1,Semi-Furnished,14609047
7901,Bangalore,Studio,6,1,1,0.0,473.0,760,495,4132.0,1999,Poor,13.89,1,1,,11542213
3543,Pune,Independent House,4,2,0,3.0,499.0,923,271,7760.0,1997,,12.5,0,0,Unfurnished,27416239
12867,Mumbai,Apartment,3,1,2,1.0,,737,422,,2017,Good,8.46,0,0,Fully Furnished,25976755
7965,Mumbai,Studio,3,1,2,,242.0,491,493,,2020,Fair,1.47,0,0,Unfurnished,11287116
14661,Delhi,Apartment,4,1,2,0.0,256.0,790,705,4896.0,1966,Excellent,16.02,1,0,Unfurnished,22165338
2143,Pune,Studio,2,2,0,1.0,390.0,790,435,7182.0,1995,Excellent,9.99,0,0,,14176051
3852,Hyderabad,Studio,6,1,2,3.0,412.0,927,855,4927.0,2013,Excellent,11.53,0,1,Unfurnished,17170010
12295,Delhi,Apartment,6,3,1,0.0,506.0,1442,245,1159.0,2002,Good,13.17,0,1,Unfurnished,26159611
1083,Chennai,Independent House,3,4,2,0.0,553.0,623,704,2504.0,1989,Good,9.22,0,0,Fully Furnished,24116061
1672,Delhi,Villa,5,3,2,2.0,311.0,897,493,0.0,2007,Good,9.42,1,1,Semi-Furnished,36974361
11813,Pune,Villa,4,2,1,3.0,410.0,399,412,6777.0,2007,Excellent,2.4,0,0,Fully Furnished,31415615
6209,Pune,Villa,3,1,2,2.0,644.0,925,493,4040.0,1984,,11.61,0,0,Unfurnished,42482890
5554,Chennai,Villa,3,2,0,2.0,208.0,783,50,5494.0,1980,Good,2.93,0,1,Fully Furnished,18125342
12712,Bangalore,Villa,1,4,2,2.0,470.0,1254,602,5685.0,2003,Good,7.7,0,0,Fully Furnished,47136033
1504,Chennai,Studio,2,3,0,3.0,262.0,661,0,7986.0,1962,Good,9.56,0,1,Unfurnished,4951702
1972,Mumbai,Apartment,6,2,0,2.0,348.0,1248,108,8391.0,1982,Good,14.68,0,1,Unfurnished,28810860
13582,Mumbai,Studio,6,1,0,2.0,469.0,704,380,5712.0,1966,Good,19.95,0,1,Fully Furnished,17119710
3799,Bangalore,Studio,6,2,1,1.0,0.0,1342,1118,6203.0,1980,Poor,4.77,1,1,Unfurnished,15432728
695,Mumbai,Apartment,2,2,0,,381.0,690,433,4364.0,2005,Good,11.61,0,1,,23978953
3856,Mumbai,Studio,6,1,2,0.0,282.0,1319,624,5294.0,1971,Fair,5.33,0,0,Fully Furnished,18750248
14121,Hyderabad,Apartment,2,4,1,2.0,617.0,1005,639,5326.0,1967,Good,21.38,1,0,Fully Furnished,21055170
6071,Chennai,Studio,1,1,2,2.0,371.0,796,75,6766.0,1992,Good,8.5,0,0,Unfurnished,6919505
12948,Bangalore,Apartment,5,4,0,3.0,119.0,1253,499,,2003,Fair,11.45,0,1,,21137712
10784,Mumbai,Studio,5,1,2,3.0,201.0,1069,668,1858.0,1999,Fair,11.43,0,1,Semi-Furnished,17833371
11685,Mumbai,Studio,1,3,1,0.0,393.0,913,534,5596.0,1963,Good,15.79,0,1,Semi-Furnished,19098987
3095,Mumbai,Apartment,3,2,0,,,1178,484,3469.0,1978,,6.23,0,0,Semi-Furnished,28361442
8762,Bangalore,Villa,1,3,1,3.0,381.0,861,236,6116.0,2018,Good,9.66,0,0,Unfurnished,32619691
6178,Pune,Studio,5,3,2,0.0,382.0,749,795,3468.0,1998,,9.55,0,1,Unfurnished,15777050
7741,Delhi,Apartment,2,2,1,3.0,422.0,367,830,3175.0,2005,Fair,6.02,0,1,Semi-Furnished,16059802
6181,Chennai,Studio,3,2,1,3.0,297.0,623,851,8351.0,1971,Good,12.06,0,1,Semi-Furnished,11485766
4890,Delhi,Villa,6,4,0,2.0,578.0,1087,807,4517.0,2018,Good,12.0,0,1,Fully Furnished,53618254
6505,Mumbai,Independent House,1,3,0,1.0,236.0,1034,524,5387.0,2016,Good,9.98,0,0,Unfurnished,40850810
3245,Hyderabad,Villa,4,2,1,,793.0,713,472,3343.0,1971,Good,15.51,0,0,Fully Furnished,32340932
3101,Pune,Studio,4,3,2,2.0,410.0,800,720,4025.0,1977,Fair,17.19,0,1,Fully Furnished,10712780
11240,Mumbai,Studio,5,2,2,1.0,460.0,1061,314,,1977,Fair,11.36,0,0,Fully Furnished,16029416
3564,Hyderabad,Studio,5,3,2,,530.0,1323,656,7770.0,2007,Good,5.32,0,1,Unfurnished,18429152
8960,Bangalore,Villa,5,3,1,2.0,,1179,552,5057.0,2020,Excellent,14.34,0,1,Unfurnished,59368175
13306,Bangalore,Villa,4,1,1,3.0,289.0,820,787,7306.0,2011,Excellent,10.35,1,1,Semi-Furnished,51691525
14740,Pune,Villa,2,1,1,2.0,223.0,998,36,6364.0,2007,Excellent,9.15,0,1,Unfurnished,27175495
13243,Hyderabad,Villa,4,4,2,2.0,342.0,522,937,5500.0,1978,Good,2.37,0,1,Semi-Furnished,33094127
12917,Chennai,Apartment,6,1,0,2.0,334.0,1621,635,1817.0,2011,Fair,14.36,0,0,Unfurnished,18353098
8853,Delhi,Villa,1,2,0,1.0,220.0,1095,290,2905.0,1987,Fair,12.32,0,0,Semi-Furnished,25715820
13982,Chennai,Villa,5,2,2,3.0,505.0,1112,773,8685.0,1963,Excellent,15.48,0,1,Unfurnished,45964796
12055,Chennai,Studio,1,4,0,2.0,312.0,759,962,4018.0,2008,Good,12.19,0,0,Semi-Furnished,13215186
13881,Chennai,Studio,1,2,0,1.0,248.0,1188,92,2715.0,2010,Fair,15.61,0,0,,8013824
7763,Mumbai,Independent House,6,3,1,0.0,469.0,903,796,0.0,2022,,10.65,0,1,Semi-Furnished,52772698
11994,Pune,Apartment,1,1,1,3.0,409.0,1055,898,6179.0,1972,,2.97,0,1,Semi-Furnished,21329710
11138,Mumbai,Villa,6,3,1,0.0,221.0,982,159,3890.0,2015,Good,6.76,0,1,Fully Furnished,44759249
3232,Hyderabad,Independent House,2,4,1,3.0,296.0,1065,444,6686.0,1977,Good,14.12,0,1,Unfurnished,26025660
11818,Chennai,Studio,4,4,0,1.0,308.0,873,61,3913.0,1981,Good,12.43,0,1,Unfurnished,7650602
11779,Delhi,Villa,3,1,0,0.0,635.0,1049,113,5510.0,1981,,12.61,0,1,Semi-Furnished,28850066
2485,Bangalore,Independent House,4,1,0,0.0,,944,348,7196.0,2025,Good,3.26,1,1,Fully Furnished,35955389
8874,Bangalore,Independent House,4,3,1,0.0,650.0,1075,942,8686.0,1966,Good,17.11,0,0,Unfurnished,45839482
8238,Bangalore,Apartment,2,2,2,3.0,346.0,593,728,,1973,Poor,15.06,0,0,Semi-Furnished,12199365
953,Chennai,Villa,2,3,2,,496.0,1182,187,9332.0,2005,Good,8.01,0,0,Fully Furnished,28749785
11935,Mumbai,Apartment,4,3,2,2.0,446.0,614,701,2438.0,1966,Good,16.86,0,0,Unfurnished,29487151
10043,Delhi,Studio,2,3,1,3.0,569.0,1135,491,4281.0,1972,Excellent,9.73,0,1,Semi-Furnished,21279455
3410,Bangalore,Villa,5,3,2,0.0,234.0,1313,947,6804.0,1981,Good,8.85,0,1,Semi-Furnished,52423062
5636,Chennai,Studio,1,2,1,0.0,393.0,874,0,,1991,Fair,16.86,0,1,Unfurnished,5480536
1719,Pune,Apartment,2,1,2,3.0,684.0,711,993,,1998,Excellent,13.23,0,1,Unfurnished,27830109
14104,Hyderabad,Independent House,2,2,1,,372.0,932,437,5834.0,1965,Good,6.27,0,0,Unfurnished,20892295
12280,Bangalore,Villa,1,3,0,2.0,,627,317,8053.0,1971,Good,21.7,0,1,Fully Furnished,26317257
10360,Bangalore,Independent House,5,2,2,1.0,250.0,915,261,,1986,Good,0.11,0,1,Semi-Furnished,27943201
14422,Hyderabad,Apartment,4,1,2,,603.0,478,0,3050.0,2021,Good,16.59,0,1,Unfurnished,12551734
11148,Mumbai,Villa,4,1,0,1.0,453.0,641,650,1914.0,1987,Fair,14.45,0,0,Unfurnished,39444300
13232,Mumbai,Studio,5,4,0,1.0,402.0,609,624,2568.0,1981,Good,9.37,0,0,Fully Furnished,17480498
5350,Bangalore,Studio,6,3,0,1.0,470.0,734,457,3199.0,2018,Fair,7.0,1,1,Semi-Furnished,15792129
11290,Chennai,Apartment,3,3,1,3.0,679.0,1221,259,8032.0,2020,Poor,22.85,0,0,Semi-Furnished,13782160
2565,Hyderabad,Studio,2,1,2,0.0,408.0,1018,426,8037.0,2010,Fair,13.65,0,1,Semi-Furnished,9602908
9097,Hyderabad,Studio,1,1,0,2.0,480.0,967,702,3894.0,2005,Good,7.71,0,1,Unfurnished,13535899
1147,Delhi,Villa,3,3,2,,501.0,855,650,,2005,Good,12.73,1,1,Fully Furnished,42654521
1938,Hyderabad,Apartment,1,3,1,1.0,188.0,818,804,2746.0,2011,Good,12.84,0,1,Semi-Furnished,16873633
13446,Pune,Studio,1,1,0,0.0,165.0,896,317,6471.0,1969,Excellent,8.41,1,1,Fully Furnished,11711342
1032,Pune,Apartment,3,1,0,2.0,657.0,736,476,1778.0,1961,Fair,7.39,0,1,,14255053
3885,Delhi,Independent House,2,2,2,1.0,515.0,207,372,3953.0,2019,Fair,11.05,1,0,Unfurnished,16743735
10796,Hyderabad,Independent House,5,2,1,0.0,654.0,911,640,,1996,,5.49,1,1,Semi-Furnished,32458678
10468,Chennai,Villa,5,1,2,,205.0,721,438,5304.0,2013,Good,5.7,0,1,Unfurnished,24234610
5901,Hyderabad,Villa,1,1,1,0.0,660.0,1218,335,543.0,1960,Good,6.47,1,1,Unfurnished,32653255
11805,Mumbai,Villa,6,1,1,1.0,348.0,1381,67,2507.0,2002,Excellent,16.41,0,0,,62889809
13686,Chennai,Apartment,5,2,1,1.0,768.0,713,807,3505.0,2013,Poor,0.92,0,0,Semi-Furnished,13933566
3859,Chennai,Villa,4,4,0,1.0,706.0,1174,557,6547.0,2025,Excellent,9.47,0,1,Semi-Furnished,46381680
97,Hyderabad,Apartment,3,4,0,,443.0,1173,981,5019.0,1969,Fair,1.36,0,1,Unfurnished,20025878
